starttime	seconds	ctime	dtime	ttime	wait
Thu Oct 07 16:43:40 2021	1633596220	0	140	140	140
Thu Oct 07 16:43:39 2021	1633596219	0	141	141	138
Thu Oct 07 16:43:38 2021	1633596218	0	141	141	140
Thu Oct 07 16:43:39 2021	1633596219	0	141	141	140
Thu Oct 07 16:43:40 2021	1633596220	0	141	141	140
Thu Oct 07 16:43:38 2021	1633596218	0	141	141	140
Thu Oct 07 16:43:38 2021	1633596218	0	141	141	140
Thu Oct 07 16:43:39 2021	1633596219	0	141	141	140
Thu Oct 07 16:43:40 2021	1633596220	0	141	141	141
Thu Oct 07 16:43:40 2021	1633596220	0	141	141	140
Thu Oct 07 16:43:38 2021	1633596218	0	141	141	141
Thu Oct 07 16:43:38 2021	1633596218	0	141	141	140
Thu Oct 07 16:43:39 2021	1633596219	0	141	141	141
Thu Oct 07 16:43:40 2021	1633596220	0	141	141	140
Thu Oct 07 16:43:38 2021	1633596218	0	141	141	140
Thu Oct 07 16:43:39 2021	1633596219	0	141	141	141
Thu Oct 07 16:43:39 2021	1633596219	0	141	141	141
Thu Oct 07 16:43:39 2021	1633596219	0	141	141	141
Thu Oct 07 16:43:39 2021	1633596219	0	141	142	141
Thu Oct 07 16:43:38 2021	1633596218	0	142	142	141
Thu Oct 07 16:43:39 2021	1633596219	0	142	142	141
Thu Oct 07 16:43:39 2021	1633596219	0	142	142	142
Thu Oct 07 16:43:40 2021	1633596220	0	142	142	142
Thu Oct 07 16:43:40 2021	1633596220	0	142	142	141
Thu Oct 07 16:43:40 2021	1633596220	0	142	142	141
Thu Oct 07 16:43:40 2021	1633596220	0	142	142	142
Thu Oct 07 16:43:38 2021	1633596218	0	142	142	142
Thu Oct 07 16:43:40 2021	1633596220	0	142	142	142
Thu Oct 07 16:43:38 2021	1633596218	0	142	142	142
Thu Oct 07 16:43:38 2021	1633596218	0	142	142	142
Thu Oct 07 16:43:39 2021	1633596219	0	142	142	142
Thu Oct 07 16:43:38 2021	1633596218	0	142	142	142
Thu Oct 07 16:43:39 2021	1633596219	0	142	142	142
Thu Oct 07 16:43:38 2021	1633596218	0	142	142	142
Thu Oct 07 16:43:38 2021	1633596218	0	142	142	142
Thu Oct 07 16:43:40 2021	1633596220	0	142	143	142
Thu Oct 07 16:43:39 2021	1633596219	0	142	143	142
Thu Oct 07 16:43:39 2021	1633596219	0	142	143	142
Thu Oct 07 16:43:39 2021	1633596219	0	143	143	142
Thu Oct 07 16:43:38 2021	1633596218	0	143	143	142
Thu Oct 07 16:43:38 2021	1633596218	0	143	143	142
Thu Oct 07 16:43:39 2021	1633596219	0	143	143	142
Thu Oct 07 16:43:38 2021	1633596218	0	143	143	142
Thu Oct 07 16:43:39 2021	1633596219	0	143	143	142
Thu Oct 07 16:43:41 2021	1633596221	0	143	143	142
Thu Oct 07 16:43:40 2021	1633596220	0	143	143	142
Thu Oct 07 16:43:41 2021	1633596221	0	143	143	143
Thu Oct 07 16:43:41 2021	1633596221	0	143	143	142
Thu Oct 07 16:43:39 2021	1633596219	0	143	143	143
Thu Oct 07 16:43:40 2021	1633596220	0	143	143	143
Thu Oct 07 16:43:40 2021	1633596220	0	143	143	142
Thu Oct 07 16:43:38 2021	1633596218	0	143	143	143
Thu Oct 07 16:43:38 2021	1633596218	0	143	143	143
Thu Oct 07 16:43:38 2021	1633596218	0	143	143	143
Thu Oct 07 16:43:39 2021	1633596219	0	143	143	143
Thu Oct 07 16:43:39 2021	1633596219	0	143	143	143
Thu Oct 07 16:43:40 2021	1633596220	0	143	143	143
Thu Oct 07 16:43:40 2021	1633596220	0	143	143	143
Thu Oct 07 16:43:39 2021	1633596219	0	143	143	143
Thu Oct 07 16:43:41 2021	1633596221	0	143	143	143
Thu Oct 07 16:43:39 2021	1633596219	0	143	143	143
Thu Oct 07 16:43:39 2021	1633596219	0	143	143	142
Thu Oct 07 16:43:40 2021	1633596220	0	143	143	143
Thu Oct 07 16:43:40 2021	1633596220	0	143	143	143
Thu Oct 07 16:43:39 2021	1633596219	0	143	143	143
Thu Oct 07 16:43:40 2021	1633596220	0	143	143	143
Thu Oct 07 16:43:40 2021	1633596220	0	143	143	143
Thu Oct 07 16:43:40 2021	1633596220	0	143	143	143
Thu Oct 07 16:43:39 2021	1633596219	0	143	143	143
Thu Oct 07 16:43:38 2021	1633596218	0	143	143	143
Thu Oct 07 16:43:38 2021	1633596218	0	143	144	143
Thu Oct 07 16:43:38 2021	1633596218	0	143	144	143
Thu Oct 07 16:43:39 2021	1633596219	0	144	144	143
Thu Oct 07 16:43:40 2021	1633596220	0	144	144	143
Thu Oct 07 16:43:38 2021	1633596218	0	144	144	143
Thu Oct 07 16:43:40 2021	1633596220	0	144	144	143
Thu Oct 07 16:43:39 2021	1633596219	0	144	144	143
Thu Oct 07 16:43:41 2021	1633596221	0	144	144	143
Thu Oct 07 16:43:39 2021	1633596219	0	144	144	143
Thu Oct 07 16:43:40 2021	1633596220	0	144	144	143
Thu Oct 07 16:43:39 2021	1633596219	0	144	144	143
Thu Oct 07 16:43:39 2021	1633596219	0	144	144	143
Thu Oct 07 16:43:38 2021	1633596218	0	144	144	144
Thu Oct 07 16:43:40 2021	1633596220	0	144	144	142
Thu Oct 07 16:43:40 2021	1633596220	0	144	144	144
Thu Oct 07 16:43:38 2021	1633596218	0	144	144	144
Thu Oct 07 16:43:39 2021	1633596219	0	144	144	144
Thu Oct 07 16:43:40 2021	1633596220	0	144	144	143
Thu Oct 07 16:43:38 2021	1633596218	0	144	144	144
Thu Oct 07 16:43:39 2021	1633596219	0	144	144	144
Thu Oct 07 16:43:39 2021	1633596219	0	144	144	144
Thu Oct 07 16:43:40 2021	1633596220	0	144	144	144
Thu Oct 07 16:43:38 2021	1633596218	0	144	144	143
Thu Oct 07 16:43:40 2021	1633596220	0	144	144	144
Thu Oct 07 16:43:41 2021	1633596221	0	144	144	144
Thu Oct 07 16:43:38 2021	1633596218	0	144	144	144
Thu Oct 07 16:43:38 2021	1633596218	1	144	144	144
Thu Oct 07 16:43:40 2021	1633596220	0	144	145	144
Thu Oct 07 16:43:40 2021	1633596220	0	144	145	144
Thu Oct 07 16:43:39 2021	1633596219	0	145	145	144
Thu Oct 07 16:43:38 2021	1633596218	0	145	145	144
Thu Oct 07 16:43:38 2021	1633596218	0	145	145	144
Thu Oct 07 16:43:39 2021	1633596219	0	145	145	144
Thu Oct 07 16:43:39 2021	1633596219	0	145	145	144
Thu Oct 07 16:43:38 2021	1633596218	0	145	145	144
Thu Oct 07 16:43:39 2021	1633596219	0	145	145	145
Thu Oct 07 16:43:40 2021	1633596220	0	145	145	145
Thu Oct 07 16:43:39 2021	1633596219	0	145	145	145
Thu Oct 07 16:43:38 2021	1633596218	0	145	145	143
Thu Oct 07 16:43:40 2021	1633596220	0	145	145	145
Thu Oct 07 16:43:40 2021	1633596220	0	145	145	145
Thu Oct 07 16:43:39 2021	1633596219	0	145	145	145
Thu Oct 07 16:43:39 2021	1633596219	0	145	145	145
Thu Oct 07 16:43:40 2021	1633596220	0	145	145	143
Thu Oct 07 16:43:39 2021	1633596219	0	145	145	144
Thu Oct 07 16:43:38 2021	1633596218	0	145	145	145
Thu Oct 07 16:43:39 2021	1633596219	0	145	145	145
Thu Oct 07 16:43:40 2021	1633596220	0	145	145	145
Thu Oct 07 16:43:38 2021	1633596218	0	145	145	145
Thu Oct 07 16:43:40 2021	1633596220	0	145	145	145
Thu Oct 07 16:43:40 2021	1633596220	0	145	145	145
Thu Oct 07 16:43:39 2021	1633596219	0	145	145	145
Thu Oct 07 16:43:40 2021	1633596220	0	145	145	145
Thu Oct 07 16:43:38 2021	1633596218	1	145	145	145
Thu Oct 07 16:43:38 2021	1633596218	0	145	145	145
Thu Oct 07 16:43:38 2021	1633596218	0	145	145	145
Thu Oct 07 16:43:40 2021	1633596220	0	145	145	145
Thu Oct 07 16:43:38 2021	1633596218	1	145	146	145
Thu Oct 07 16:43:39 2021	1633596219	0	146	146	145
Thu Oct 07 16:43:38 2021	1633596218	0	146	146	145
Thu Oct 07 16:43:38 2021	1633596218	1	144	146	144
Thu Oct 07 16:43:41 2021	1633596221	0	146	146	145
Thu Oct 07 16:43:41 2021	1633596221	0	146	146	145
Thu Oct 07 16:43:38 2021	1633596218	0	146	146	145
Thu Oct 07 16:43:39 2021	1633596219	0	146	146	145
Thu Oct 07 16:43:39 2021	1633596219	0	146	146	145
Thu Oct 07 16:43:40 2021	1633596220	0	146	146	145
Thu Oct 07 16:43:39 2021	1633596219	0	146	146	145
Thu Oct 07 16:43:40 2021	1633596220	0	146	146	145
Thu Oct 07 16:43:38 2021	1633596218	0	146	146	145
Thu Oct 07 16:43:40 2021	1633596220	0	146	146	146
Thu Oct 07 16:43:40 2021	1633596220	0	146	146	146
Thu Oct 07 16:43:38 2021	1633596218	0	146	146	146
Thu Oct 07 16:43:40 2021	1633596220	0	146	146	146
Thu Oct 07 16:43:39 2021	1633596219	0	146	146	145
Thu Oct 07 16:43:39 2021	1633596219	0	146	146	146
Thu Oct 07 16:43:39 2021	1633596219	0	146	146	144
Thu Oct 07 16:43:39 2021	1633596219	0	146	146	146
Thu Oct 07 16:43:39 2021	1633596219	0	146	146	146
Thu Oct 07 16:43:38 2021	1633596218	0	146	146	146
Thu Oct 07 16:43:39 2021	1633596219	0	146	146	146
Thu Oct 07 16:43:38 2021	1633596218	0	146	146	146
Thu Oct 07 16:43:38 2021	1633596218	0	146	146	146
Thu Oct 07 16:43:39 2021	1633596219	0	146	146	145
Thu Oct 07 16:43:38 2021	1633596218	0	146	146	146
Thu Oct 07 16:43:39 2021	1633596219	0	146	146	146
Thu Oct 07 16:43:38 2021	1633596218	0	146	146	146
Thu Oct 07 16:43:38 2021	1633596218	1	146	146	146
Thu Oct 07 16:43:39 2021	1633596219	0	146	146	146
Thu Oct 07 16:43:40 2021	1633596220	0	146	146	146
Thu Oct 07 16:43:38 2021	1633596218	1	146	147	145
Thu Oct 07 16:43:41 2021	1633596221	0	147	147	146
Thu Oct 07 16:43:39 2021	1633596219	0	147	147	146
Thu Oct 07 16:43:38 2021	1633596218	0	147	147	146
Thu Oct 07 16:43:40 2021	1633596220	0	147	147	146
Thu Oct 07 16:43:40 2021	1633596220	0	147	147	145
Thu Oct 07 16:43:39 2021	1633596219	0	147	147	146
Thu Oct 07 16:43:41 2021	1633596221	0	147	147	146
Thu Oct 07 16:43:41 2021	1633596221	0	147	147	146
Thu Oct 07 16:43:40 2021	1633596220	0	147	147	146
Thu Oct 07 16:43:40 2021	1633596220	0	147	147	147
Thu Oct 07 16:43:38 2021	1633596218	0	147	147	147
Thu Oct 07 16:43:40 2021	1633596220	0	147	147	147
Thu Oct 07 16:43:40 2021	1633596220	0	147	147	146
Thu Oct 07 16:43:40 2021	1633596220	0	147	147	147
Thu Oct 07 16:43:39 2021	1633596219	0	147	147	147
Thu Oct 07 16:43:40 2021	1633596220	0	147	147	145
Thu Oct 07 16:43:38 2021	1633596218	0	147	147	147
Thu Oct 07 16:43:40 2021	1633596220	0	147	147	147
Thu Oct 07 16:43:39 2021	1633596219	0	147	147	147
Thu Oct 07 16:43:40 2021	1633596220	0	147	147	147
Thu Oct 07 16:43:40 2021	1633596220	0	147	147	146
Thu Oct 07 16:43:39 2021	1633596219	0	147	147	147
Thu Oct 07 16:43:38 2021	1633596218	0	147	147	147
Thu Oct 07 16:43:40 2021	1633596220	0	147	147	147
Thu Oct 07 16:43:40 2021	1633596220	0	147	147	147
Thu Oct 07 16:43:38 2021	1633596218	1	146	147	146
Thu Oct 07 16:43:39 2021	1633596219	0	147	147	147
Thu Oct 07 16:43:40 2021	1633596220	0	147	147	147
Thu Oct 07 16:43:40 2021	1633596220	0	147	147	147
Thu Oct 07 16:43:40 2021	1633596220	0	147	147	146
Thu Oct 07 16:43:39 2021	1633596219	0	147	147	147
Thu Oct 07 16:43:39 2021	1633596219	0	148	148	147
Thu Oct 07 16:43:38 2021	1633596218	0	148	148	147
Thu Oct 07 16:43:39 2021	1633596219	0	148	148	147
Thu Oct 07 16:43:39 2021	1633596219	0	148	148	147
Thu Oct 07 16:43:39 2021	1633596219	0	148	148	147
Thu Oct 07 16:43:38 2021	1633596218	0	148	148	145
Thu Oct 07 16:43:38 2021	1633596218	0	148	148	147
Thu Oct 07 16:43:38 2021	1633596218	0	148	148	147
Thu Oct 07 16:43:41 2021	1633596221	0	148	148	147
Thu Oct 07 16:43:40 2021	1633596220	0	148	148	147
Thu Oct 07 16:43:40 2021	1633596220	0	148	148	147
Thu Oct 07 16:43:38 2021	1633596218	0	148	148	148
Thu Oct 07 16:43:38 2021	1633596218	1	147	148	147
Thu Oct 07 16:43:38 2021	1633596218	0	148	148	148
Thu Oct 07 16:43:39 2021	1633596219	0	148	148	148
Thu Oct 07 16:43:39 2021	1633596219	0	148	148	147
Thu Oct 07 16:43:40 2021	1633596220	0	148	148	148
Thu Oct 07 16:43:39 2021	1633596219	0	148	148	147
Thu Oct 07 16:43:39 2021	1633596219	0	148	148	148
Thu Oct 07 16:43:39 2021	1633596219	0	148	148	148
Thu Oct 07 16:43:40 2021	1633596220	0	148	148	148
Thu Oct 07 16:43:38 2021	1633596218	0	148	148	146
Thu Oct 07 16:43:39 2021	1633596219	0	148	148	148
Thu Oct 07 16:43:38 2021	1633596218	1	147	148	147
Thu Oct 07 16:43:39 2021	1633596219	0	148	148	148
Thu Oct 07 16:43:39 2021	1633596219	0	148	148	148
Thu Oct 07 16:43:39 2021	1633596219	0	148	148	148
Thu Oct 07 16:43:40 2021	1633596220	0	148	149	148
Thu Oct 07 16:43:39 2021	1633596219	0	148	149	148
Thu Oct 07 16:43:38 2021	1633596218	0	149	149	148
Thu Oct 07 16:43:39 2021	1633596219	0	149	149	146
Thu Oct 07 16:43:39 2021	1633596219	0	149	149	148
Thu Oct 07 16:43:41 2021	1633596221	0	149	149	149
Thu Oct 07 16:43:39 2021	1633596219	0	149	149	149
Thu Oct 07 16:43:39 2021	1633596219	0	149	149	149
Thu Oct 07 16:43:40 2021	1633596220	0	149	149	149
Thu Oct 07 16:43:39 2021	1633596219	0	149	149	149
Thu Oct 07 16:43:38 2021	1633596218	0	149	149	149
Thu Oct 07 16:43:39 2021	1633596219	0	149	149	149
Thu Oct 07 16:43:40 2021	1633596220	0	149	149	149
Thu Oct 07 16:43:40 2021	1633596220	0	149	149	149
Thu Oct 07 16:43:38 2021	1633596218	1	149	149	148
Thu Oct 07 16:43:39 2021	1633596219	0	149	149	149
Thu Oct 07 16:43:41 2021	1633596221	0	149	149	149
Thu Oct 07 16:43:38 2021	1633596218	0	149	149	149
Thu Oct 07 16:43:40 2021	1633596220	0	149	149	149
Thu Oct 07 16:43:40 2021	1633596220	0	149	149	149
Thu Oct 07 16:43:39 2021	1633596219	0	150	150	149
Thu Oct 07 16:43:40 2021	1633596220	0	150	150	149
Thu Oct 07 16:43:41 2021	1633596221	0	150	150	149
Thu Oct 07 16:43:39 2021	1633596219	0	150	150	149
Thu Oct 07 16:43:40 2021	1633596220	0	150	150	149
Thu Oct 07 16:43:38 2021	1633596218	0	150	150	149
Thu Oct 07 16:43:38 2021	1633596218	0	150	150	149
Thu Oct 07 16:43:38 2021	1633596218	0	150	150	149
Thu Oct 07 16:43:38 2021	1633596218	0	149	150	149
Thu Oct 07 16:43:39 2021	1633596219	0	150	150	149
Thu Oct 07 16:43:41 2021	1633596221	0	150	150	150
Thu Oct 07 16:43:40 2021	1633596220	0	150	150	149
Thu Oct 07 16:43:38 2021	1633596218	1	149	150	149
Thu Oct 07 16:43:40 2021	1633596220	0	150	150	150
Thu Oct 07 16:43:39 2021	1633596219	0	150	150	150
Thu Oct 07 16:43:38 2021	1633596218	0	150	150	150
Thu Oct 07 16:43:39 2021	1633596219	0	150	150	149
Thu Oct 07 16:43:39 2021	1633596219	0	150	150	150
Thu Oct 07 16:43:38 2021	1633596218	0	150	150	150
Thu Oct 07 16:43:39 2021	1633596219	0	150	150	150
Thu Oct 07 16:43:39 2021	1633596219	0	150	150	150
Thu Oct 07 16:43:38 2021	1633596218	0	150	150	150
Thu Oct 07 16:43:38 2021	1633596218	0	151	151	150
Thu Oct 07 16:43:38 2021	1633596218	0	151	151	150
Thu Oct 07 16:43:38 2021	1633596218	0	151	151	150
Thu Oct 07 16:43:40 2021	1633596220	0	151	151	150
Thu Oct 07 16:43:40 2021	1633596220	0	151	151	150
Thu Oct 07 16:43:38 2021	1633596218	0	151	151	151
Thu Oct 07 16:43:38 2021	1633596218	1	150	151	149
Thu Oct 07 16:43:40 2021	1633596220	0	151	151	151
Thu Oct 07 16:43:41 2021	1633596221	0	151	151	151
Thu Oct 07 16:43:38 2021	1633596218	0	151	151	151
Thu Oct 07 16:43:38 2021	1633596218	0	151	151	149
Thu Oct 07 16:43:39 2021	1633596219	0	151	151	150
Thu Oct 07 16:43:38 2021	1633596218	0	151	151	150
Thu Oct 07 16:43:38 2021	1633596218	1	150	151	150
Thu Oct 07 16:43:39 2021	1633596219	0	151	151	151
Thu Oct 07 16:43:40 2021	1633596220	0	151	151	151
Thu Oct 07 16:43:38 2021	1633596218	0	151	151	149
Thu Oct 07 16:43:39 2021	1633596219	0	151	151	150
Thu Oct 07 16:43:39 2021	1633596219	0	151	151	151
Thu Oct 07 16:43:41 2021	1633596221	0	151	151	151
Thu Oct 07 16:43:39 2021	1633596219	0	151	151	151
Thu Oct 07 16:43:39 2021	1633596219	0	151	151	151
Thu Oct 07 16:43:39 2021	1633596219	0	151	151	151
Thu Oct 07 16:43:39 2021	1633596219	0	151	151	150
Thu Oct 07 16:43:38 2021	1633596218	0	151	151	149
Thu Oct 07 16:43:40 2021	1633596220	0	151	151	151
Thu Oct 07 16:43:40 2021	1633596220	0	151	151	151
Thu Oct 07 16:43:40 2021	1633596220	0	151	151	151
Thu Oct 07 16:43:39 2021	1633596219	0	151	151	151
Thu Oct 07 16:43:40 2021	1633596220	0	151	151	151
Thu Oct 07 16:43:39 2021	1633596219	0	151	151	150
Thu Oct 07 16:43:40 2021	1633596220	0	151	151	151
Thu Oct 07 16:43:40 2021	1633596220	0	151	152	151
Thu Oct 07 16:43:40 2021	1633596220	0	151	152	151
Thu Oct 07 16:43:41 2021	1633596221	0	151	152	151
Thu Oct 07 16:43:39 2021	1633596219	0	152	152	151
Thu Oct 07 16:43:38 2021	1633596218	0	152	152	151
Thu Oct 07 16:43:40 2021	1633596220	0	151	152	151
Thu Oct 07 16:43:39 2021	1633596219	0	152	152	151
Thu Oct 07 16:43:38 2021	1633596218	0	152	152	151
Thu Oct 07 16:43:38 2021	1633596218	0	151	152	151
Thu Oct 07 16:43:39 2021	1633596219	0	152	152	150
Thu Oct 07 16:43:40 2021	1633596220	0	152	152	151
Thu Oct 07 16:43:38 2021	1633596218	0	152	152	151
Thu Oct 07 16:43:38 2021	1633596218	0	152	152	151
Thu Oct 07 16:43:38 2021	1633596218	0	152	152	152
Thu Oct 07 16:43:39 2021	1633596219	0	152	152	150
Thu Oct 07 16:43:40 2021	1633596220	0	152	152	152
Thu Oct 07 16:43:40 2021	1633596220	0	152	152	152
Thu Oct 07 16:43:39 2021	1633596219	0	152	152	152
Thu Oct 07 16:43:38 2021	1633596218	0	152	152	152
Thu Oct 07 16:43:39 2021	1633596219	0	152	152	152
Thu Oct 07 16:43:40 2021	1633596220	0	152	152	151
Thu Oct 07 16:43:40 2021	1633596220	0	152	152	151
Thu Oct 07 16:43:39 2021	1633596219	0	152	152	152
Thu Oct 07 16:43:39 2021	1633596219	0	152	152	152
Thu Oct 07 16:43:40 2021	1633596220	0	152	152	152
Thu Oct 07 16:43:39 2021	1633596219	0	152	152	151
Thu Oct 07 16:43:40 2021	1633596220	0	152	152	152
Thu Oct 07 16:43:38 2021	1633596218	0	152	152	152
Thu Oct 07 16:43:39 2021	1633596219	0	152	152	152
Thu Oct 07 16:43:40 2021	1633596220	0	152	153	152
Thu Oct 07 16:43:38 2021	1633596218	1	152	153	151
Thu Oct 07 16:43:39 2021	1633596219	0	153	153	150
Thu Oct 07 16:43:39 2021	1633596219	0	153	153	152
Thu Oct 07 16:43:38 2021	1633596218	0	152	153	152
Thu Oct 07 16:43:38 2021	1633596218	0	153	153	152
Thu Oct 07 16:43:40 2021	1633596220	0	153	153	151
Thu Oct 07 16:43:39 2021	1633596219	0	153	153	152
Thu Oct 07 16:43:39 2021	1633596219	0	153	153	152
Thu Oct 07 16:43:41 2021	1633596221	0	153	153	153
Thu Oct 07 16:43:39 2021	1633596219	0	153	153	152
Thu Oct 07 16:43:39 2021	1633596219	0	153	153	153
Thu Oct 07 16:43:39 2021	1633596219	0	153	153	153
Thu Oct 07 16:43:40 2021	1633596220	0	153	153	152
Thu Oct 07 16:43:38 2021	1633596218	0	153	153	153
Thu Oct 07 16:43:40 2021	1633596220	0	153	153	153
Thu Oct 07 16:43:40 2021	1633596220	0	153	153	152
Thu Oct 07 16:43:38 2021	1633596218	0	153	153	152
Thu Oct 07 16:43:38 2021	1633596218	0	153	153	153
Thu Oct 07 16:43:39 2021	1633596219	0	153	153	153
Thu Oct 07 16:43:41 2021	1633596221	0	153	153	153
Thu Oct 07 16:43:39 2021	1633596219	0	153	153	153
Thu Oct 07 16:43:40 2021	1633596220	0	153	153	153
Thu Oct 07 16:43:40 2021	1633596220	0	153	153	153
Thu Oct 07 16:43:40 2021	1633596220	0	153	153	153
Thu Oct 07 16:43:38 2021	1633596218	0	153	153	153
Thu Oct 07 16:43:38 2021	1633596218	0	153	153	153
Thu Oct 07 16:43:40 2021	1633596220	0	153	153	153
Thu Oct 07 16:43:40 2021	1633596220	0	153	153	153
Thu Oct 07 16:43:39 2021	1633596219	0	153	153	153
Thu Oct 07 16:43:40 2021	1633596220	0	153	153	153
Thu Oct 07 16:43:38 2021	1633596218	0	153	153	153
Thu Oct 07 16:43:40 2021	1633596220	0	153	153	153
Thu Oct 07 16:43:38 2021	1633596218	0	153	153	153
Thu Oct 07 16:43:39 2021	1633596219	0	154	154	153
Thu Oct 07 16:43:39 2021	1633596219	0	154	154	153
Thu Oct 07 16:43:39 2021	1633596219	0	154	154	153
Thu Oct 07 16:43:38 2021	1633596218	0	154	154	154
Thu Oct 07 16:43:39 2021	1633596219	0	154	154	154
Thu Oct 07 16:43:39 2021	1633596219	0	154	154	154
Thu Oct 07 16:43:39 2021	1633596219	0	154	154	154
Thu Oct 07 16:43:39 2021	1633596219	0	154	154	154
Thu Oct 07 16:43:40 2021	1633596220	0	154	154	154
Thu Oct 07 16:43:38 2021	1633596218	1	153	154	153
Thu Oct 07 16:43:40 2021	1633596220	0	154	154	154
Thu Oct 07 16:43:39 2021	1633596219	0	154	154	154
Thu Oct 07 16:43:39 2021	1633596219	0	154	154	154
Thu Oct 07 16:43:39 2021	1633596219	0	154	154	154
Thu Oct 07 16:43:40 2021	1633596220	0	154	154	154
Thu Oct 07 16:43:40 2021	1633596220	0	154	154	154
Thu Oct 07 16:43:40 2021	1633596220	0	154	154	154
Thu Oct 07 16:43:38 2021	1633596218	0	154	154	154
Thu Oct 07 16:43:39 2021	1633596219	0	154	154	154
Thu Oct 07 16:43:39 2021	1633596219	0	155	155	154
Thu Oct 07 16:43:41 2021	1633596221	0	155	155	154
Thu Oct 07 16:43:38 2021	1633596218	0	155	155	155
Thu Oct 07 16:43:38 2021	1633596218	0	155	155	155
Thu Oct 07 16:43:40 2021	1633596220	0	155	155	154
Thu Oct 07 16:43:39 2021	1633596219	0	155	155	154
Thu Oct 07 16:43:38 2021	1633596218	0	155	155	155
Thu Oct 07 16:43:39 2021	1633596219	0	155	155	155
Thu Oct 07 16:43:39 2021	1633596219	0	155	155	155
Thu Oct 07 16:43:40 2021	1633596220	0	155	155	155
Thu Oct 07 16:43:40 2021	1633596220	0	155	155	155
Thu Oct 07 16:43:39 2021	1633596219	0	155	155	155
Thu Oct 07 16:43:39 2021	1633596219	0	155	155	155
Thu Oct 07 16:43:40 2021	1633596220	0	155	155	155
Thu Oct 07 16:43:39 2021	1633596219	0	155	155	153
Thu Oct 07 16:43:39 2021	1633596219	0	155	155	155
Thu Oct 07 16:43:40 2021	1633596220	0	155	155	153
Thu Oct 07 16:43:39 2021	1633596219	0	155	155	155
Thu Oct 07 16:43:40 2021	1633596220	0	155	155	154
Thu Oct 07 16:43:38 2021	1633596218	0	155	155	153
Thu Oct 07 16:43:38 2021	1633596218	0	155	155	152
Thu Oct 07 16:43:38 2021	1633596218	0	155	155	155
Thu Oct 07 16:43:40 2021	1633596220	0	155	155	155
Thu Oct 07 16:43:39 2021	1633596219	0	156	156	155
Thu Oct 07 16:43:40 2021	1633596220	0	156	156	155
Thu Oct 07 16:43:41 2021	1633596221	0	156	156	155
Thu Oct 07 16:43:40 2021	1633596220	0	156	156	155
Thu Oct 07 16:43:38 2021	1633596218	0	156	156	155
Thu Oct 07 16:43:40 2021	1633596220	0	156	156	155
Thu Oct 07 16:43:40 2021	1633596220	0	156	156	155
Thu Oct 07 16:43:39 2021	1633596219	0	156	156	155
Thu Oct 07 16:43:38 2021	1633596218	0	156	156	155
Thu Oct 07 16:43:40 2021	1633596220	0	156	156	155
Thu Oct 07 16:43:38 2021	1633596218	0	156	156	156
Thu Oct 07 16:43:38 2021	1633596218	0	156	156	156
Thu Oct 07 16:43:39 2021	1633596219	0	156	156	156
Thu Oct 07 16:43:40 2021	1633596220	0	156	156	156
Thu Oct 07 16:43:38 2021	1633596218	1	155	156	155
Thu Oct 07 16:43:38 2021	1633596218	0	156	156	156
Thu Oct 07 16:43:40 2021	1633596220	0	156	156	156
Thu Oct 07 16:43:40 2021	1633596220	0	156	156	154
Thu Oct 07 16:43:40 2021	1633596220	0	156	156	156
Thu Oct 07 16:43:40 2021	1633596220	0	156	156	156
Thu Oct 07 16:43:40 2021	1633596220	0	156	156	156
Thu Oct 07 16:43:40 2021	1633596220	0	156	156	156
Thu Oct 07 16:43:39 2021	1633596219	0	156	157	156
Thu Oct 07 16:43:39 2021	1633596219	0	157	157	156
Thu Oct 07 16:43:38 2021	1633596218	0	157	157	156
Thu Oct 07 16:43:40 2021	1633596220	0	157	157	156
Thu Oct 07 16:43:39 2021	1633596219	0	157	157	156
Thu Oct 07 16:43:41 2021	1633596221	0	157	157	156
Thu Oct 07 16:43:38 2021	1633596218	0	157	157	156
Thu Oct 07 16:43:39 2021	1633596219	0	157	157	156
Thu Oct 07 16:43:41 2021	1633596221	0	157	157	157
Thu Oct 07 16:43:39 2021	1633596219	0	157	157	156
Thu Oct 07 16:43:40 2021	1633596220	0	157	157	156
Thu Oct 07 16:43:39 2021	1633596219	0	157	157	156
Thu Oct 07 16:43:38 2021	1633596218	0	157	157	155
Thu Oct 07 16:43:40 2021	1633596220	0	157	157	156
Thu Oct 07 16:43:38 2021	1633596218	0	157	157	157
Thu Oct 07 16:43:39 2021	1633596219	0	157	157	157
Thu Oct 07 16:43:39 2021	1633596219	0	157	157	157
Thu Oct 07 16:43:38 2021	1633596218	0	157	157	147
Thu Oct 07 16:43:39 2021	1633596219	0	157	157	157
Thu Oct 07 16:43:38 2021	1633596218	0	157	157	157
Thu Oct 07 16:43:39 2021	1633596219	0	157	157	157
Thu Oct 07 16:43:39 2021	1633596219	0	157	157	157
Thu Oct 07 16:43:40 2021	1633596220	0	157	157	157
Thu Oct 07 16:43:38 2021	1633596218	0	157	157	157
Thu Oct 07 16:43:38 2021	1633596218	0	157	157	156
Thu Oct 07 16:43:38 2021	1633596218	0	157	157	156
Thu Oct 07 16:43:38 2021	1633596218	0	157	157	155
Thu Oct 07 16:43:39 2021	1633596219	0	157	157	157
Thu Oct 07 16:43:40 2021	1633596220	0	157	157	157
Thu Oct 07 16:43:38 2021	1633596218	0	157	157	157
