starttime	seconds	ctime	dtime	ttime	wait
Thu Oct 07 16:50:02 2021	1633596602	0	148	148	148
Thu Oct 07 16:50:01 2021	1633596601	0	148	148	148
Thu Oct 07 16:50:00 2021	1633596600	1	147	148	147
Thu Oct 07 16:50:02 2021	1633596602	0	148	148	148
Thu Oct 07 16:50:01 2021	1633596601	0	148	148	148
Thu Oct 07 16:50:02 2021	1633596602	0	148	149	148
Thu Oct 07 16:50:03 2021	1633596603	0	148	149	147
Thu Oct 07 16:50:02 2021	1633596602	0	149	149	148
Thu Oct 07 16:50:01 2021	1633596601	0	149	149	148
Thu Oct 07 16:50:01 2021	1633596601	0	149	149	148
Thu Oct 07 16:50:01 2021	1633596601	0	149	149	148
Thu Oct 07 16:50:03 2021	1633596603	0	149	149	148
Thu Oct 07 16:50:03 2021	1633596603	0	149	149	148
Thu Oct 07 16:50:00 2021	1633596600	0	149	149	149
Thu Oct 07 16:50:01 2021	1633596601	0	149	149	148
Thu Oct 07 16:50:02 2021	1633596602	0	149	149	149
Thu Oct 07 16:50:02 2021	1633596602	0	149	149	149
Thu Oct 07 16:50:01 2021	1633596601	0	149	149	148
Thu Oct 07 16:50:02 2021	1633596602	0	149	149	149
Thu Oct 07 16:50:01 2021	1633596601	0	149	149	149
Thu Oct 07 16:50:02 2021	1633596602	0	149	149	149
Thu Oct 07 16:50:01 2021	1633596601	0	149	149	149
Thu Oct 07 16:50:02 2021	1633596602	0	149	149	148
Thu Oct 07 16:50:03 2021	1633596603	0	149	149	149
Thu Oct 07 16:50:03 2021	1633596603	0	149	149	148
Thu Oct 07 16:50:02 2021	1633596602	0	149	149	149
Thu Oct 07 16:50:03 2021	1633596603	0	149	149	148
Thu Oct 07 16:50:02 2021	1633596602	0	149	149	149
Thu Oct 07 16:50:03 2021	1633596603	0	149	149	148
Thu Oct 07 16:50:00 2021	1633596600	0	149	149	149
Thu Oct 07 16:50:02 2021	1633596602	0	149	149	149
Thu Oct 07 16:50:02 2021	1633596602	0	149	149	149
Thu Oct 07 16:50:01 2021	1633596601	0	149	149	149
Thu Oct 07 16:50:00 2021	1633596600	1	149	149	148
Thu Oct 07 16:50:02 2021	1633596602	0	149	149	149
Thu Oct 07 16:50:03 2021	1633596603	0	149	149	149
Thu Oct 07 16:50:02 2021	1633596602	0	149	149	149
Thu Oct 07 16:50:00 2021	1633596600	0	149	149	149
Thu Oct 07 16:50:00 2021	1633596600	1	149	149	149
Thu Oct 07 16:50:00 2021	1633596600	1	149	149	148
Thu Oct 07 16:50:02 2021	1633596602	0	149	149	148
Thu Oct 07 16:50:00 2021	1633596600	1	149	149	148
Thu Oct 07 16:50:00 2021	1633596600	0	149	149	149
Thu Oct 07 16:50:01 2021	1633596601	0	150	150	149
Thu Oct 07 16:50:01 2021	1633596601	0	150	150	149
Thu Oct 07 16:50:03 2021	1633596603	0	150	150	149
Thu Oct 07 16:50:02 2021	1633596602	0	150	150	149
Thu Oct 07 16:50:03 2021	1633596603	0	150	150	149
Thu Oct 07 16:50:02 2021	1633596602	0	150	150	149
Thu Oct 07 16:50:01 2021	1633596601	0	150	150	149
Thu Oct 07 16:50:00 2021	1633596600	0	150	150	149
Thu Oct 07 16:50:01 2021	1633596601	0	150	150	149
Thu Oct 07 16:50:01 2021	1633596601	0	150	150	149
Thu Oct 07 16:50:02 2021	1633596602	0	150	150	149
Thu Oct 07 16:50:02 2021	1633596602	0	150	150	149
Thu Oct 07 16:50:01 2021	1633596601	0	150	150	149
Thu Oct 07 16:50:03 2021	1633596603	0	150	150	149
Thu Oct 07 16:50:03 2021	1633596603	0	150	150	149
Thu Oct 07 16:50:01 2021	1633596601	0	150	150	150
Thu Oct 07 16:50:01 2021	1633596601	0	150	150	150
Thu Oct 07 16:50:02 2021	1633596602	0	150	150	149
Thu Oct 07 16:50:02 2021	1633596602	0	150	150	149
Thu Oct 07 16:50:03 2021	1633596603	0	150	150	150
Thu Oct 07 16:50:01 2021	1633596601	0	150	150	149
Thu Oct 07 16:50:02 2021	1633596602	0	150	150	150
Thu Oct 07 16:50:01 2021	1633596601	0	150	150	150
Thu Oct 07 16:50:02 2021	1633596602	0	150	150	150
Thu Oct 07 16:50:03 2021	1633596603	0	150	150	150
Thu Oct 07 16:50:03 2021	1633596603	0	150	150	150
Thu Oct 07 16:50:01 2021	1633596601	0	150	150	150
Thu Oct 07 16:50:01 2021	1633596601	0	150	150	150
Thu Oct 07 16:50:01 2021	1633596601	0	150	151	150
Thu Oct 07 16:50:02 2021	1633596602	0	150	151	150
Thu Oct 07 16:50:02 2021	1633596602	0	151	151	150
Thu Oct 07 16:50:01 2021	1633596601	0	151	151	150
Thu Oct 07 16:50:02 2021	1633596602	0	151	151	149
Thu Oct 07 16:50:01 2021	1633596601	0	151	151	150
Thu Oct 07 16:50:03 2021	1633596603	0	151	151	150
Thu Oct 07 16:50:01 2021	1633596601	0	151	151	150
Thu Oct 07 16:50:03 2021	1633596603	0	151	151	151
Thu Oct 07 16:50:01 2021	1633596601	0	151	151	151
Thu Oct 07 16:50:02 2021	1633596602	0	151	151	151
Thu Oct 07 16:50:01 2021	1633596601	0	151	151	151
Thu Oct 07 16:50:03 2021	1633596603	0	151	151	151
Thu Oct 07 16:50:00 2021	1633596600	1	150	151	150
Thu Oct 07 16:50:03 2021	1633596603	0	151	151	151
Thu Oct 07 16:50:01 2021	1633596601	0	151	151	150
Thu Oct 07 16:50:02 2021	1633596602	0	151	151	151
Thu Oct 07 16:50:02 2021	1633596602	0	151	151	151
Thu Oct 07 16:50:02 2021	1633596602	0	151	151	151
Thu Oct 07 16:50:00 2021	1633596600	1	150	151	150
Thu Oct 07 16:50:03 2021	1633596603	0	151	151	151
Thu Oct 07 16:50:02 2021	1633596602	0	151	151	151
Thu Oct 07 16:50:01 2021	1633596601	0	151	151	151
Thu Oct 07 16:50:01 2021	1633596601	0	151	151	150
Thu Oct 07 16:50:02 2021	1633596602	0	151	151	151
Thu Oct 07 16:50:02 2021	1633596602	0	151	151	151
Thu Oct 07 16:50:00 2021	1633596600	0	151	151	151
Thu Oct 07 16:50:01 2021	1633596601	0	151	151	151
Thu Oct 07 16:50:00 2021	1633596600	0	151	152	151
Thu Oct 07 16:50:03 2021	1633596603	0	152	152	151
Thu Oct 07 16:50:02 2021	1633596602	0	152	152	151
Thu Oct 07 16:50:03 2021	1633596603	0	152	152	151
Thu Oct 07 16:50:01 2021	1633596601	0	152	152	151
Thu Oct 07 16:50:00 2021	1633596600	0	152	152	151
Thu Oct 07 16:50:00 2021	1633596600	0	152	152	151
Thu Oct 07 16:50:03 2021	1633596603	0	152	152	151
Thu Oct 07 16:50:03 2021	1633596603	0	152	152	151
Thu Oct 07 16:50:03 2021	1633596603	0	152	152	151
Thu Oct 07 16:50:00 2021	1633596600	0	152	152	152
Thu Oct 07 16:50:01 2021	1633596601	0	152	152	151
Thu Oct 07 16:50:02 2021	1633596602	0	152	152	152
Thu Oct 07 16:50:01 2021	1633596601	0	152	152	151
Thu Oct 07 16:50:01 2021	1633596601	0	152	152	151
Thu Oct 07 16:50:03 2021	1633596603	0	152	152	152
Thu Oct 07 16:50:03 2021	1633596603	0	152	152	152
Thu Oct 07 16:50:01 2021	1633596601	0	152	152	152
Thu Oct 07 16:50:02 2021	1633596602	0	152	152	152
Thu Oct 07 16:50:01 2021	1633596601	0	152	152	152
Thu Oct 07 16:50:02 2021	1633596602	0	152	152	152
Thu Oct 07 16:50:01 2021	1633596601	0	152	152	152
Thu Oct 07 16:50:01 2021	1633596601	0	152	152	152
Thu Oct 07 16:50:03 2021	1633596603	0	153	153	152
Thu Oct 07 16:50:01 2021	1633596601	0	152	153	152
Thu Oct 07 16:50:02 2021	1633596602	0	153	153	152
Thu Oct 07 16:50:00 2021	1633596600	0	153	153	152
Thu Oct 07 16:50:03 2021	1633596603	0	153	153	152
Thu Oct 07 16:50:02 2021	1633596602	0	153	153	152
Thu Oct 07 16:50:01 2021	1633596601	0	153	153	152
Thu Oct 07 16:50:02 2021	1633596602	0	153	153	153
Thu Oct 07 16:50:02 2021	1633596602	0	153	153	153
Thu Oct 07 16:50:03 2021	1633596603	0	153	153	152
Thu Oct 07 16:50:03 2021	1633596603	0	153	153	153
Thu Oct 07 16:50:02 2021	1633596602	0	153	153	153
Thu Oct 07 16:50:03 2021	1633596603	0	153	153	153
Thu Oct 07 16:50:03 2021	1633596603	0	153	153	153
Thu Oct 07 16:50:03 2021	1633596603	0	153	153	153
Thu Oct 07 16:50:00 2021	1633596600	1	152	153	152
Thu Oct 07 16:50:01 2021	1633596601	0	153	153	153
Thu Oct 07 16:50:02 2021	1633596602	0	153	153	153
Thu Oct 07 16:50:02 2021	1633596602	0	153	153	153
Thu Oct 07 16:50:02 2021	1633596602	0	153	153	153
Thu Oct 07 16:50:03 2021	1633596603	0	153	153	153
Thu Oct 07 16:50:00 2021	1633596600	0	153	153	153
Thu Oct 07 16:50:02 2021	1633596602	0	153	153	152
Thu Oct 07 16:50:02 2021	1633596602	0	153	153	153
Thu Oct 07 16:50:01 2021	1633596601	0	153	153	153
Thu Oct 07 16:50:02 2021	1633596602	0	153	153	153
Thu Oct 07 16:50:03 2021	1633596603	0	153	154	152
Thu Oct 07 16:50:01 2021	1633596601	0	154	154	153
Thu Oct 07 16:50:03 2021	1633596603	0	154	154	153
Thu Oct 07 16:50:02 2021	1633596602	0	154	154	153
Thu Oct 07 16:50:01 2021	1633596601	0	154	154	153
Thu Oct 07 16:50:01 2021	1633596601	0	154	154	153
Thu Oct 07 16:50:01 2021	1633596601	0	154	154	153
Thu Oct 07 16:50:01 2021	1633596601	0	154	154	153
Thu Oct 07 16:50:03 2021	1633596603	0	154	154	153
Thu Oct 07 16:50:02 2021	1633596602	0	154	154	153
Thu Oct 07 16:50:03 2021	1633596603	0	154	154	153
Thu Oct 07 16:50:03 2021	1633596603	0	154	154	153
Thu Oct 07 16:50:03 2021	1633596603	0	154	154	154
Thu Oct 07 16:50:00 2021	1633596600	0	154	154	153
Thu Oct 07 16:50:02 2021	1633596602	0	154	154	153
Thu Oct 07 16:50:01 2021	1633596601	0	154	154	154
Thu Oct 07 16:50:02 2021	1633596602	0	154	154	154
Thu Oct 07 16:50:02 2021	1633596602	0	154	154	154
Thu Oct 07 16:50:00 2021	1633596600	0	154	154	154
Thu Oct 07 16:50:03 2021	1633596603	0	154	154	153
Thu Oct 07 16:50:02 2021	1633596602	0	154	154	154
Thu Oct 07 16:50:03 2021	1633596603	0	154	154	154
Thu Oct 07 16:50:03 2021	1633596603	0	154	154	154
Thu Oct 07 16:50:03 2021	1633596603	0	154	154	154
Thu Oct 07 16:50:01 2021	1633596601	0	154	154	154
Thu Oct 07 16:50:02 2021	1633596602	0	154	154	153
Thu Oct 07 16:50:02 2021	1633596602	0	154	154	154
Thu Oct 07 16:50:03 2021	1633596603	0	154	154	154
Thu Oct 07 16:50:01 2021	1633596601	0	154	154	154
Thu Oct 07 16:50:00 2021	1633596600	0	154	154	154
Thu Oct 07 16:50:00 2021	1633596600	0	154	154	154
Thu Oct 07 16:50:02 2021	1633596602	0	154	155	154
Thu Oct 07 16:50:03 2021	1633596603	0	155	155	154
Thu Oct 07 16:50:01 2021	1633596601	0	155	155	154
Thu Oct 07 16:50:01 2021	1633596601	0	155	155	154
Thu Oct 07 16:50:00 2021	1633596600	0	155	155	154
Thu Oct 07 16:50:03 2021	1633596603	0	155	155	154
Thu Oct 07 16:50:02 2021	1633596602	0	155	155	155
Thu Oct 07 16:50:02 2021	1633596602	0	155	155	154
Thu Oct 07 16:50:01 2021	1633596601	0	155	155	154
Thu Oct 07 16:50:03 2021	1633596603	0	155	155	153
Thu Oct 07 16:50:01 2021	1633596601	0	155	155	153
Thu Oct 07 16:50:03 2021	1633596603	0	155	155	154
Thu Oct 07 16:50:03 2021	1633596603	0	155	155	155
Thu Oct 07 16:50:01 2021	1633596601	0	155	155	155
Thu Oct 07 16:50:03 2021	1633596603	0	155	155	155
Thu Oct 07 16:50:01 2021	1633596601	0	155	155	155
Thu Oct 07 16:50:03 2021	1633596603	0	155	155	155
Thu Oct 07 16:50:00 2021	1633596600	1	154	155	154
Thu Oct 07 16:50:03 2021	1633596603	0	155	155	155
Thu Oct 07 16:50:02 2021	1633596602	0	155	155	155
Thu Oct 07 16:50:02 2021	1633596602	0	155	155	155
Thu Oct 07 16:50:01 2021	1633596601	0	155	155	155
Thu Oct 07 16:50:02 2021	1633596602	0	155	155	155
Thu Oct 07 16:50:02 2021	1633596602	0	155	155	155
Thu Oct 07 16:50:02 2021	1633596602	0	155	155	152
Thu Oct 07 16:50:01 2021	1633596601	0	155	155	155
Thu Oct 07 16:50:01 2021	1633596601	0	155	155	155
Thu Oct 07 16:50:02 2021	1633596602	0	155	155	155
Thu Oct 07 16:50:01 2021	1633596601	0	155	155	155
Thu Oct 07 16:50:03 2021	1633596603	0	156	156	155
Thu Oct 07 16:50:02 2021	1633596602	0	156	156	155
Thu Oct 07 16:50:02 2021	1633596602	0	156	156	155
Thu Oct 07 16:50:03 2021	1633596603	0	156	156	155
Thu Oct 07 16:50:01 2021	1633596601	0	156	156	155
Thu Oct 07 16:50:02 2021	1633596602	0	156	156	155
Thu Oct 07 16:50:01 2021	1633596601	0	156	156	155
Thu Oct 07 16:50:03 2021	1633596603	0	156	156	155
Thu Oct 07 16:50:02 2021	1633596602	0	156	156	156
Thu Oct 07 16:50:01 2021	1633596601	0	156	156	154
Thu Oct 07 16:50:02 2021	1633596602	0	156	156	156
Thu Oct 07 16:50:03 2021	1633596603	0	156	156	156
Thu Oct 07 16:50:02 2021	1633596602	0	156	156	156
Thu Oct 07 16:50:01 2021	1633596601	0	156	156	156
Thu Oct 07 16:50:00 2021	1633596600	0	156	156	156
Thu Oct 07 16:50:02 2021	1633596602	0	156	156	156
Thu Oct 07 16:50:01 2021	1633596601	0	156	156	156
Thu Oct 07 16:50:03 2021	1633596603	0	156	156	154
Thu Oct 07 16:50:02 2021	1633596602	0	156	156	155
Thu Oct 07 16:50:01 2021	1633596601	0	156	156	156
Thu Oct 07 16:50:03 2021	1633596603	0	156	156	156
Thu Oct 07 16:50:02 2021	1633596602	0	156	156	156
Thu Oct 07 16:50:03 2021	1633596603	0	156	156	156
Thu Oct 07 16:50:01 2021	1633596601	0	156	156	156
Thu Oct 07 16:50:00 2021	1633596600	1	156	156	155
Thu Oct 07 16:50:00 2021	1633596600	1	155	157	155
Thu Oct 07 16:50:01 2021	1633596601	0	157	157	156
Thu Oct 07 16:50:00 2021	1633596600	0	157	157	156
Thu Oct 07 16:50:03 2021	1633596603	0	157	157	156
Thu Oct 07 16:50:01 2021	1633596601	0	157	157	156
Thu Oct 07 16:50:01 2021	1633596601	0	157	157	156
Thu Oct 07 16:50:01 2021	1633596601	0	157	157	156
Thu Oct 07 16:50:02 2021	1633596602	0	157	157	156
Thu Oct 07 16:50:03 2021	1633596603	0	157	157	156
Thu Oct 07 16:50:01 2021	1633596601	0	157	157	156
Thu Oct 07 16:50:01 2021	1633596601	0	157	157	157
Thu Oct 07 16:50:01 2021	1633596601	0	157	157	156
Thu Oct 07 16:50:02 2021	1633596602	0	157	157	156
Thu Oct 07 16:50:02 2021	1633596602	0	157	157	156
Thu Oct 07 16:50:03 2021	1633596603	0	157	157	156
Thu Oct 07 16:50:03 2021	1633596603	0	157	157	155
Thu Oct 07 16:50:02 2021	1633596602	0	157	157	157
Thu Oct 07 16:50:00 2021	1633596600	0	157	157	157
Thu Oct 07 16:50:01 2021	1633596601	0	157	157	156
Thu Oct 07 16:50:01 2021	1633596601	0	157	157	157
Thu Oct 07 16:50:02 2021	1633596602	0	157	157	157
Thu Oct 07 16:50:01 2021	1633596601	0	157	157	157
Thu Oct 07 16:50:03 2021	1633596603	0	157	157	157
Thu Oct 07 16:50:01 2021	1633596601	0	157	157	157
Thu Oct 07 16:50:02 2021	1633596602	0	157	157	154
Thu Oct 07 16:50:02 2021	1633596602	0	157	157	157
Thu Oct 07 16:50:01 2021	1633596601	0	157	157	157
Thu Oct 07 16:50:03 2021	1633596603	0	157	157	157
Thu Oct 07 16:50:02 2021	1633596602	0	157	157	157
Thu Oct 07 16:50:03 2021	1633596603	0	157	157	157
Thu Oct 07 16:50:03 2021	1633596603	0	157	157	157
Thu Oct 07 16:50:02 2021	1633596602	0	157	157	157
Thu Oct 07 16:50:00 2021	1633596600	0	157	158	157
Thu Oct 07 16:50:01 2021	1633596601	0	158	158	157
Thu Oct 07 16:50:01 2021	1633596601	0	158	158	157
Thu Oct 07 16:50:02 2021	1633596602	0	158	158	157
Thu Oct 07 16:50:03 2021	1633596603	0	158	158	157
Thu Oct 07 16:50:01 2021	1633596601	0	158	158	157
Thu Oct 07 16:50:03 2021	1633596603	0	158	158	157
Thu Oct 07 16:50:02 2021	1633596602	0	158	158	158
Thu Oct 07 16:50:02 2021	1633596602	0	158	158	157
Thu Oct 07 16:50:03 2021	1633596603	0	158	158	157
Thu Oct 07 16:50:02 2021	1633596602	0	158	158	158
Thu Oct 07 16:50:01 2021	1633596601	0	158	158	157
Thu Oct 07 16:50:02 2021	1633596602	0	158	158	158
Thu Oct 07 16:50:03 2021	1633596603	0	158	158	158
Thu Oct 07 16:50:01 2021	1633596601	0	158	158	158
Thu Oct 07 16:50:02 2021	1633596602	0	158	158	158
Thu Oct 07 16:50:03 2021	1633596603	0	158	158	158
Thu Oct 07 16:50:01 2021	1633596601	0	158	158	158
Thu Oct 07 16:50:00 2021	1633596600	0	158	158	158
Thu Oct 07 16:50:01 2021	1633596601	0	158	158	158
Thu Oct 07 16:50:00 2021	1633596600	1	157	158	157
Thu Oct 07 16:50:02 2021	1633596602	0	158	158	158
Thu Oct 07 16:50:02 2021	1633596602	0	158	158	158
Thu Oct 07 16:50:01 2021	1633596601	0	158	158	158
Thu Oct 07 16:50:00 2021	1633596600	0	158	158	158
Thu Oct 07 16:50:01 2021	1633596601	0	158	158	158
Thu Oct 07 16:50:00 2021	1633596600	0	158	158	158
Thu Oct 07 16:50:01 2021	1633596601	0	159	159	158
Thu Oct 07 16:50:02 2021	1633596602	0	159	159	158
Thu Oct 07 16:50:03 2021	1633596603	0	159	159	158
Thu Oct 07 16:50:00 2021	1633596600	1	158	159	157
Thu Oct 07 16:50:00 2021	1633596600	0	159	159	158
Thu Oct 07 16:50:01 2021	1633596601	0	159	159	158
Thu Oct 07 16:50:01 2021	1633596601	0	159	159	158
Thu Oct 07 16:50:02 2021	1633596602	0	159	159	158
Thu Oct 07 16:50:02 2021	1633596602	0	159	159	158
Thu Oct 07 16:50:03 2021	1633596603	0	159	159	158
Thu Oct 07 16:50:00 2021	1633596600	0	159	159	159
Thu Oct 07 16:50:00 2021	1633596600	1	158	159	158
Thu Oct 07 16:50:02 2021	1633596602	0	159	159	159
Thu Oct 07 16:50:02 2021	1633596602	0	159	159	159
Thu Oct 07 16:50:00 2021	1633596600	0	159	159	158
Thu Oct 07 16:50:00 2021	1633596600	0	159	159	158
Thu Oct 07 16:50:00 2021	1633596600	0	159	159	159
Thu Oct 07 16:50:02 2021	1633596602	0	159	159	159
Thu Oct 07 16:50:02 2021	1633596602	0	159	159	159
Thu Oct 07 16:50:01 2021	1633596601	0	159	159	159
Thu Oct 07 16:50:02 2021	1633596602	0	159	159	158
Thu Oct 07 16:50:02 2021	1633596602	0	159	159	159
Thu Oct 07 16:50:01 2021	1633596601	0	159	159	159
Thu Oct 07 16:50:00 2021	1633596600	0	159	159	159
Thu Oct 07 16:50:01 2021	1633596601	0	159	160	159
Thu Oct 07 16:50:00 2021	1633596600	0	159	160	159
Thu Oct 07 16:50:01 2021	1633596601	0	160	160	159
Thu Oct 07 16:50:00 2021	1633596600	1	158	160	158
Thu Oct 07 16:50:03 2021	1633596603	0	160	160	159
Thu Oct 07 16:50:02 2021	1633596602	0	160	160	159
Thu Oct 07 16:50:03 2021	1633596603	0	160	160	159
Thu Oct 07 16:50:01 2021	1633596601	0	160	160	160
Thu Oct 07 16:50:01 2021	1633596601	0	160	160	159
Thu Oct 07 16:50:02 2021	1633596602	0	160	160	160
Thu Oct 07 16:50:03 2021	1633596603	0	160	160	160
Thu Oct 07 16:50:02 2021	1633596602	0	160	160	157
Thu Oct 07 16:50:01 2021	1633596601	0	160	160	160
Thu Oct 07 16:50:02 2021	1633596602	0	160	160	160
Thu Oct 07 16:50:00 2021	1633596600	1	159	160	159
Thu Oct 07 16:50:02 2021	1633596602	0	160	160	160
Thu Oct 07 16:50:01 2021	1633596601	0	160	160	160
Thu Oct 07 16:50:03 2021	1633596603	0	160	160	160
Thu Oct 07 16:50:02 2021	1633596602	0	160	160	160
Thu Oct 07 16:50:02 2021	1633596602	0	160	160	159
Thu Oct 07 16:50:01 2021	1633596601	0	160	160	160
Thu Oct 07 16:50:02 2021	1633596602	0	160	160	160
Thu Oct 07 16:50:03 2021	1633596603	0	160	160	160
Thu Oct 07 16:50:01 2021	1633596601	0	160	160	160
Thu Oct 07 16:50:03 2021	1633596603	0	160	160	160
Thu Oct 07 16:50:01 2021	1633596601	0	160	160	160
Thu Oct 07 16:50:02 2021	1633596602	0	160	160	160
Thu Oct 07 16:50:00 2021	1633596600	1	160	160	159
Thu Oct 07 16:50:03 2021	1633596603	0	160	161	160
Thu Oct 07 16:50:02 2021	1633596602	0	161	161	160
Thu Oct 07 16:50:02 2021	1633596602	0	161	161	160
Thu Oct 07 16:50:03 2021	1633596603	0	161	161	160
Thu Oct 07 16:50:01 2021	1633596601	0	161	161	161
Thu Oct 07 16:50:00 2021	1633596600	0	161	161	161
Thu Oct 07 16:50:02 2021	1633596602	0	161	161	160
Thu Oct 07 16:50:03 2021	1633596603	0	161	161	160
Thu Oct 07 16:50:01 2021	1633596601	0	161	161	161
Thu Oct 07 16:50:02 2021	1633596602	0	161	161	160
Thu Oct 07 16:50:02 2021	1633596602	0	161	161	161
Thu Oct 07 16:50:02 2021	1633596602	0	161	161	161
Thu Oct 07 16:50:02 2021	1633596602	0	161	161	161
Thu Oct 07 16:50:03 2021	1633596603	0	161	161	161
Thu Oct 07 16:50:00 2021	1633596600	0	161	161	161
Thu Oct 07 16:50:02 2021	1633596602	0	161	161	161
Thu Oct 07 16:50:03 2021	1633596603	0	161	161	161
Thu Oct 07 16:50:03 2021	1633596603	0	161	161	161
Thu Oct 07 16:50:03 2021	1633596603	0	161	161	161
Thu Oct 07 16:50:01 2021	1633596601	0	161	161	161
Thu Oct 07 16:50:03 2021	1633596603	0	161	161	161
Thu Oct 07 16:50:01 2021	1633596601	0	161	161	161
Thu Oct 07 16:50:03 2021	1633596603	0	162	162	161
Thu Oct 07 16:50:03 2021	1633596603	0	162	162	161
Thu Oct 07 16:50:01 2021	1633596601	0	162	162	161
Thu Oct 07 16:50:01 2021	1633596601	0	162	162	161
Thu Oct 07 16:50:01 2021	1633596601	0	162	162	161
Thu Oct 07 16:50:01 2021	1633596601	0	162	162	161
Thu Oct 07 16:50:01 2021	1633596601	0	162	162	162
Thu Oct 07 16:50:01 2021	1633596601	0	162	162	162
Thu Oct 07 16:50:02 2021	1633596602	0	162	162	162
Thu Oct 07 16:50:01 2021	1633596601	0	162	162	162
Thu Oct 07 16:50:01 2021	1633596601	0	162	162	162
Thu Oct 07 16:50:01 2021	1633596601	0	162	162	162
Thu Oct 07 16:50:01 2021	1633596601	0	162	162	162
Thu Oct 07 16:50:01 2021	1633596601	0	162	162	162
Thu Oct 07 16:50:01 2021	1633596601	0	162	162	162
Thu Oct 07 16:50:02 2021	1633596602	0	162	162	162
Thu Oct 07 16:50:01 2021	1633596601	0	162	162	162
Thu Oct 07 16:50:02 2021	1633596602	0	162	162	162
Thu Oct 07 16:50:01 2021	1633596601	0	162	162	162
Thu Oct 07 16:50:03 2021	1633596603	0	163	163	162
Thu Oct 07 16:50:01 2021	1633596601	0	163	163	162
Thu Oct 07 16:50:01 2021	1633596601	0	163	163	162
Thu Oct 07 16:50:03 2021	1633596603	0	163	163	162
Thu Oct 07 16:50:03 2021	1633596603	0	163	163	162
Thu Oct 07 16:50:01 2021	1633596601	0	163	163	162
Thu Oct 07 16:50:00 2021	1633596600	0	163	163	162
Thu Oct 07 16:50:02 2021	1633596602	0	163	163	162
Thu Oct 07 16:50:03 2021	1633596603	0	163	163	162
Thu Oct 07 16:50:03 2021	1633596603	0	163	163	163
Thu Oct 07 16:50:02 2021	1633596602	0	163	163	162
Thu Oct 07 16:50:02 2021	1633596602	0	163	163	162
Thu Oct 07 16:50:01 2021	1633596601	0	163	163	163
Thu Oct 07 16:50:01 2021	1633596601	0	163	163	163
Thu Oct 07 16:50:01 2021	1633596601	0	163	163	163
Thu Oct 07 16:50:01 2021	1633596601	0	163	163	163
Thu Oct 07 16:50:02 2021	1633596602	0	163	163	163
Thu Oct 07 16:50:01 2021	1633596601	0	163	163	163
Thu Oct 07 16:50:03 2021	1633596603	0	163	163	163
Thu Oct 07 16:50:02 2021	1633596602	0	163	163	163
Thu Oct 07 16:50:03 2021	1633596603	0	163	163	162
Thu Oct 07 16:50:03 2021	1633596603	0	163	163	163
Thu Oct 07 16:50:02 2021	1633596602	0	163	163	163
Thu Oct 07 16:50:02 2021	1633596602	0	163	163	163
Thu Oct 07 16:50:02 2021	1633596602	0	163	163	163
Thu Oct 07 16:50:01 2021	1633596601	0	163	164	163
Thu Oct 07 16:50:03 2021	1633596603	0	164	164	163
Thu Oct 07 16:50:01 2021	1633596601	0	164	164	163
Thu Oct 07 16:50:03 2021	1633596603	0	164	164	163
Thu Oct 07 16:50:02 2021	1633596602	0	164	164	164
Thu Oct 07 16:50:02 2021	1633596602	0	164	164	163
Thu Oct 07 16:50:03 2021	1633596603	0	164	164	163
Thu Oct 07 16:50:01 2021	1633596601	0	164	164	164
Thu Oct 07 16:50:02 2021	1633596602	0	164	164	164
Thu Oct 07 16:50:01 2021	1633596601	0	164	164	164
Thu Oct 07 16:50:01 2021	1633596601	0	164	164	164
Thu Oct 07 16:50:01 2021	1633596601	0	164	164	163
Thu Oct 07 16:50:02 2021	1633596602	0	164	164	164
Thu Oct 07 16:50:01 2021	1633596601	0	164	164	164
Thu Oct 07 16:50:01 2021	1633596601	0	164	164	164
Thu Oct 07 16:50:00 2021	1633596600	0	164	164	164
Thu Oct 07 16:50:01 2021	1633596601	0	164	164	164
Thu Oct 07 16:50:00 2021	1633596600	0	164	164	164
Thu Oct 07 16:50:01 2021	1633596601	0	164	164	163
Thu Oct 07 16:50:02 2021	1633596602	0	164	164	164
Thu Oct 07 16:50:02 2021	1633596602	0	164	164	164
Thu Oct 07 16:50:01 2021	1633596601	0	164	164	164
Thu Oct 07 16:50:02 2021	1633596602	0	164	165	164
Thu Oct 07 16:50:02 2021	1633596602	0	164	165	164
Thu Oct 07 16:50:01 2021	1633596601	0	165	165	164
Thu Oct 07 16:50:02 2021	1633596602	0	165	165	164
Thu Oct 07 16:50:03 2021	1633596603	0	165	165	165
Thu Oct 07 16:50:03 2021	1633596603	0	165	165	163
Thu Oct 07 16:50:02 2021	1633596602	0	165	165	165
Thu Oct 07 16:50:01 2021	1633596601	0	165	165	164
Thu Oct 07 16:50:03 2021	1633596603	0	165	165	164
Thu Oct 07 16:50:02 2021	1633596602	0	165	165	165
Thu Oct 07 16:50:01 2021	1633596601	0	165	165	165
Thu Oct 07 16:50:01 2021	1633596601	0	165	165	165
Thu Oct 07 16:50:03 2021	1633596603	0	165	165	165
Thu Oct 07 16:50:03 2021	1633596603	0	165	165	165
Thu Oct 07 16:50:02 2021	1633596602	0	165	165	165
Thu Oct 07 16:50:02 2021	1633596602	0	165	165	165
Thu Oct 07 16:50:00 2021	1633596600	0	165	165	165
Thu Oct 07 16:50:03 2021	1633596603	0	165	165	165
