starttime	seconds	ctime	dtime	ttime	wait
Thu Oct 07 16:50:03 2021	1633596603	0	132	132	131
Thu Oct 07 16:50:02 2021	1633596602	0	132	132	131
Thu Oct 07 16:50:02 2021	1633596602	0	132	132	131
Thu Oct 07 16:50:02 2021	1633596602	0	132	132	131
Thu Oct 07 16:50:01 2021	1633596601	0	132	132	131
Thu Oct 07 16:50:02 2021	1633596602	0	132	132	131
Thu Oct 07 16:50:01 2021	1633596601	0	132	132	131
Thu Oct 07 16:50:02 2021	1633596602	0	132	132	131
Thu Oct 07 16:50:02 2021	1633596602	0	132	132	132
Thu Oct 07 16:50:02 2021	1633596602	0	132	132	132
Thu Oct 07 16:50:01 2021	1633596601	0	132	132	132
Thu Oct 07 16:50:01 2021	1633596601	0	132	132	132
Thu Oct 07 16:50:02 2021	1633596602	0	132	132	132
Thu Oct 07 16:50:00 2021	1633596600	0	132	132	132
Thu Oct 07 16:50:02 2021	1633596602	0	132	132	132
Thu Oct 07 16:50:02 2021	1633596602	0	132	132	132
Thu Oct 07 16:50:01 2021	1633596601	0	132	132	131
Thu Oct 07 16:50:00 2021	1633596600	1	132	132	131
Thu Oct 07 16:50:03 2021	1633596603	0	132	132	132
Thu Oct 07 16:50:02 2021	1633596602	0	132	132	132
Thu Oct 07 16:50:01 2021	1633596601	0	132	132	132
Thu Oct 07 16:50:02 2021	1633596602	0	132	132	132
Thu Oct 07 16:50:02 2021	1633596602	0	132	132	132
Thu Oct 07 16:50:03 2021	1633596603	0	133	133	132
Thu Oct 07 16:50:00 2021	1633596600	1	131	133	131
Thu Oct 07 16:50:02 2021	1633596602	0	133	133	132
Thu Oct 07 16:50:01 2021	1633596601	0	133	133	132
Thu Oct 07 16:50:02 2021	1633596602	0	133	133	132
Thu Oct 07 16:50:02 2021	1633596602	0	133	133	132
Thu Oct 07 16:50:02 2021	1633596602	0	133	133	132
Thu Oct 07 16:50:03 2021	1633596603	0	133	133	133
Thu Oct 07 16:50:00 2021	1633596600	0	133	133	132
Thu Oct 07 16:50:03 2021	1633596603	0	133	133	133
Thu Oct 07 16:50:00 2021	1633596600	0	133	133	133
Thu Oct 07 16:50:00 2021	1633596600	0	133	133	133
Thu Oct 07 16:50:03 2021	1633596603	0	133	133	132
Thu Oct 07 16:50:00 2021	1633596600	0	133	133	133
Thu Oct 07 16:50:02 2021	1633596602	0	133	133	133
Thu Oct 07 16:50:03 2021	1633596603	0	133	133	133
Thu Oct 07 16:50:01 2021	1633596601	0	133	133	132
Thu Oct 07 16:50:00 2021	1633596600	1	132	133	132
Thu Oct 07 16:50:01 2021	1633596601	0	133	133	133
Thu Oct 07 16:50:02 2021	1633596602	0	133	133	133
Thu Oct 07 16:50:03 2021	1633596603	0	133	133	133
Thu Oct 07 16:50:02 2021	1633596602	0	133	133	133
Thu Oct 07 16:50:01 2021	1633596601	0	133	133	133
Thu Oct 07 16:50:03 2021	1633596603	0	133	133	133
Thu Oct 07 16:50:03 2021	1633596603	0	134	134	133
Thu Oct 07 16:50:02 2021	1633596602	0	134	134	133
Thu Oct 07 16:50:01 2021	1633596601	0	134	134	133
Thu Oct 07 16:50:02 2021	1633596602	0	134	134	133
Thu Oct 07 16:50:02 2021	1633596602	0	134	134	134
Thu Oct 07 16:50:03 2021	1633596603	0	134	134	134
Thu Oct 07 16:50:02 2021	1633596602	0	134	134	133
Thu Oct 07 16:50:02 2021	1633596602	0	134	134	133
Thu Oct 07 16:50:00 2021	1633596600	0	134	134	132
Thu Oct 07 16:50:03 2021	1633596603	0	134	134	134
Thu Oct 07 16:50:00 2021	1633596600	0	134	134	134
Thu Oct 07 16:50:03 2021	1633596603	0	134	134	133
Thu Oct 07 16:50:02 2021	1633596602	0	134	134	133
Thu Oct 07 16:50:01 2021	1633596601	0	134	134	134
Thu Oct 07 16:50:03 2021	1633596603	0	134	134	134
Thu Oct 07 16:50:03 2021	1633596603	0	134	134	134
Thu Oct 07 16:50:02 2021	1633596602	0	134	134	134
Thu Oct 07 16:50:02 2021	1633596602	0	134	134	134
Thu Oct 07 16:50:00 2021	1633596600	0	135	135	134
Thu Oct 07 16:50:03 2021	1633596603	0	135	135	134
Thu Oct 07 16:50:01 2021	1633596601	0	135	135	134
Thu Oct 07 16:50:02 2021	1633596602	0	135	135	134
Thu Oct 07 16:50:02 2021	1633596602	0	135	135	134
Thu Oct 07 16:50:00 2021	1633596600	0	135	135	134
Thu Oct 07 16:50:01 2021	1633596601	0	135	135	134
Thu Oct 07 16:50:00 2021	1633596600	1	134	135	134
Thu Oct 07 16:50:00 2021	1633596600	0	135	135	135
Thu Oct 07 16:50:03 2021	1633596603	0	135	135	134
Thu Oct 07 16:50:03 2021	1633596603	0	135	135	135
Thu Oct 07 16:50:02 2021	1633596602	0	135	135	135
Thu Oct 07 16:50:03 2021	1633596603	0	135	135	135
Thu Oct 07 16:50:02 2021	1633596602	0	135	135	135
Thu Oct 07 16:50:02 2021	1633596602	0	135	135	135
Thu Oct 07 16:50:01 2021	1633596601	0	135	135	135
Thu Oct 07 16:50:02 2021	1633596602	0	135	135	135
Thu Oct 07 16:50:00 2021	1633596600	0	135	135	135
Thu Oct 07 16:50:02 2021	1633596602	0	135	135	135
Thu Oct 07 16:50:01 2021	1633596601	0	135	135	135
Thu Oct 07 16:50:02 2021	1633596602	0	135	135	134
Thu Oct 07 16:50:02 2021	1633596602	0	135	135	135
Thu Oct 07 16:50:02 2021	1633596602	0	135	135	135
Thu Oct 07 16:50:01 2021	1633596601	0	135	135	135
Thu Oct 07 16:50:02 2021	1633596602	0	135	136	135
Thu Oct 07 16:50:01 2021	1633596601	0	136	136	135
Thu Oct 07 16:50:02 2021	1633596602	0	136	136	135
Thu Oct 07 16:50:00 2021	1633596600	0	136	136	135
Thu Oct 07 16:50:03 2021	1633596603	0	136	136	136
Thu Oct 07 16:50:03 2021	1633596603	0	136	136	136
Thu Oct 07 16:50:01 2021	1633596601	0	136	136	136
Thu Oct 07 16:50:02 2021	1633596602	0	136	136	136
Thu Oct 07 16:50:02 2021	1633596602	0	136	136	136
Thu Oct 07 16:50:01 2021	1633596601	0	136	136	136
Thu Oct 07 16:50:01 2021	1633596601	0	136	136	136
Thu Oct 07 16:50:01 2021	1633596601	0	136	136	136
Thu Oct 07 16:50:01 2021	1633596601	0	136	136	136
Thu Oct 07 16:50:03 2021	1633596603	0	136	136	136
Thu Oct 07 16:50:03 2021	1633596603	0	136	136	136
Thu Oct 07 16:50:00 2021	1633596600	1	136	137	136
Thu Oct 07 16:50:03 2021	1633596603	0	137	137	136
Thu Oct 07 16:50:01 2021	1633596601	0	137	137	136
Thu Oct 07 16:50:01 2021	1633596601	0	137	137	136
Thu Oct 07 16:50:00 2021	1633596600	0	136	137	136
Thu Oct 07 16:50:03 2021	1633596603	0	137	137	136
Thu Oct 07 16:50:02 2021	1633596602	0	137	137	137
Thu Oct 07 16:50:03 2021	1633596603	0	137	137	137
Thu Oct 07 16:50:02 2021	1633596602	0	137	137	136
Thu Oct 07 16:50:01 2021	1633596601	0	137	137	137
Thu Oct 07 16:50:02 2021	1633596602	0	137	137	137
Thu Oct 07 16:50:03 2021	1633596603	0	137	137	137
Thu Oct 07 16:50:02 2021	1633596602	0	137	137	137
Thu Oct 07 16:50:01 2021	1633596601	0	137	137	137
Thu Oct 07 16:50:01 2021	1633596601	0	137	137	137
Thu Oct 07 16:50:02 2021	1633596602	0	137	137	137
Thu Oct 07 16:50:01 2021	1633596601	0	137	137	137
Thu Oct 07 16:50:01 2021	1633596601	0	137	137	137
Thu Oct 07 16:50:02 2021	1633596602	0	137	137	137
Thu Oct 07 16:50:00 2021	1633596600	1	137	137	136
Thu Oct 07 16:50:02 2021	1633596602	0	137	137	137
Thu Oct 07 16:50:03 2021	1633596603	0	138	138	137
Thu Oct 07 16:50:01 2021	1633596601	0	138	138	137
Thu Oct 07 16:50:02 2021	1633596602	0	138	138	137
Thu Oct 07 16:50:00 2021	1633596600	0	138	138	137
Thu Oct 07 16:50:02 2021	1633596602	0	138	138	137
Thu Oct 07 16:50:01 2021	1633596601	0	138	138	137
Thu Oct 07 16:50:02 2021	1633596602	0	138	138	137
Thu Oct 07 16:50:01 2021	1633596601	0	138	138	137
Thu Oct 07 16:50:00 2021	1633596600	0	138	138	137
Thu Oct 07 16:50:02 2021	1633596602	0	138	138	138
Thu Oct 07 16:50:01 2021	1633596601	0	138	138	137
Thu Oct 07 16:50:02 2021	1633596602	0	138	138	137
Thu Oct 07 16:50:01 2021	1633596601	0	138	138	138
Thu Oct 07 16:50:03 2021	1633596603	0	138	138	138
Thu Oct 07 16:50:03 2021	1633596603	0	138	138	138
Thu Oct 07 16:50:03 2021	1633596603	0	138	138	138
Thu Oct 07 16:50:01 2021	1633596601	0	138	138	138
Thu Oct 07 16:50:02 2021	1633596602	0	138	138	138
Thu Oct 07 16:50:03 2021	1633596603	0	138	138	138
Thu Oct 07 16:50:02 2021	1633596602	0	138	138	138
Thu Oct 07 16:50:02 2021	1633596602	0	138	138	138
Thu Oct 07 16:50:03 2021	1633596603	0	138	138	138
Thu Oct 07 16:50:02 2021	1633596602	0	138	138	138
Thu Oct 07 16:50:01 2021	1633596601	0	138	138	138
Thu Oct 07 16:50:02 2021	1633596602	0	139	139	138
Thu Oct 07 16:50:02 2021	1633596602	0	139	139	138
Thu Oct 07 16:50:01 2021	1633596601	0	139	139	138
Thu Oct 07 16:50:02 2021	1633596602	0	139	139	138
Thu Oct 07 16:50:02 2021	1633596602	0	139	139	139
Thu Oct 07 16:50:01 2021	1633596601	0	139	139	138
Thu Oct 07 16:50:02 2021	1633596602	0	139	139	138
Thu Oct 07 16:50:01 2021	1633596601	0	139	139	138
Thu Oct 07 16:50:02 2021	1633596602	0	139	139	139
Thu Oct 07 16:50:01 2021	1633596601	0	139	139	139
Thu Oct 07 16:50:01 2021	1633596601	0	139	139	139
Thu Oct 07 16:50:01 2021	1633596601	0	139	139	139
Thu Oct 07 16:50:01 2021	1633596601	0	139	139	139
Thu Oct 07 16:50:01 2021	1633596601	0	139	139	137
Thu Oct 07 16:50:02 2021	1633596602	0	139	139	128
Thu Oct 07 16:50:01 2021	1633596601	0	139	139	139
Thu Oct 07 16:50:02 2021	1633596602	0	139	139	139
Thu Oct 07 16:50:03 2021	1633596603	0	139	139	139
Thu Oct 07 16:50:01 2021	1633596601	0	139	139	139
Thu Oct 07 16:50:01 2021	1633596601	0	139	139	139
Thu Oct 07 16:50:01 2021	1633596601	0	139	139	139
Thu Oct 07 16:50:02 2021	1633596602	0	139	140	139
Thu Oct 07 16:50:00 2021	1633596600	0	140	140	139
Thu Oct 07 16:50:03 2021	1633596603	0	140	140	139
Thu Oct 07 16:50:01 2021	1633596601	0	139	140	139
Thu Oct 07 16:50:02 2021	1633596602	1	139	140	139
Thu Oct 07 16:50:03 2021	1633596603	0	140	140	139
Thu Oct 07 16:50:00 2021	1633596600	0	140	140	139
Thu Oct 07 16:50:00 2021	1633596600	0	140	140	139
Thu Oct 07 16:50:02 2021	1633596602	0	140	140	137
Thu Oct 07 16:50:01 2021	1633596601	0	140	140	140
Thu Oct 07 16:50:03 2021	1633596603	0	140	140	139
Thu Oct 07 16:50:01 2021	1633596601	0	140	140	139
Thu Oct 07 16:50:02 2021	1633596602	0	140	140	140
Thu Oct 07 16:50:03 2021	1633596603	0	140	140	140
Thu Oct 07 16:50:01 2021	1633596601	0	140	140	140
Thu Oct 07 16:50:02 2021	1633596602	0	140	140	140
Thu Oct 07 16:50:01 2021	1633596601	0	140	140	140
Thu Oct 07 16:50:02 2021	1633596602	0	140	140	140
Thu Oct 07 16:50:03 2021	1633596603	0	140	140	140
Thu Oct 07 16:50:01 2021	1633596601	0	140	140	140
Thu Oct 07 16:50:02 2021	1633596602	0	140	140	140
Thu Oct 07 16:50:01 2021	1633596601	0	140	140	140
Thu Oct 07 16:50:02 2021	1633596602	0	140	140	140
Thu Oct 07 16:50:01 2021	1633596601	0	140	140	140
Thu Oct 07 16:50:02 2021	1633596602	0	140	140	140
Thu Oct 07 16:50:00 2021	1633596600	0	140	140	140
Thu Oct 07 16:50:03 2021	1633596603	0	140	141	140
Thu Oct 07 16:50:03 2021	1633596603	0	140	141	140
Thu Oct 07 16:50:02 2021	1633596602	0	141	141	140
Thu Oct 07 16:50:01 2021	1633596601	0	141	141	140
Thu Oct 07 16:50:03 2021	1633596603	0	141	141	140
Thu Oct 07 16:50:01 2021	1633596601	0	141	141	140
Thu Oct 07 16:50:00 2021	1633596600	0	141	141	140
Thu Oct 07 16:50:01 2021	1633596601	0	141	141	140
Thu Oct 07 16:50:01 2021	1633596601	0	141	141	140
Thu Oct 07 16:50:03 2021	1633596603	0	141	141	140
Thu Oct 07 16:50:00 2021	1633596600	0	141	141	140
Thu Oct 07 16:50:02 2021	1633596602	0	141	141	141
Thu Oct 07 16:50:02 2021	1633596602	0	141	141	140
Thu Oct 07 16:50:03 2021	1633596603	0	141	141	140
Thu Oct 07 16:50:00 2021	1633596600	0	141	141	140
Thu Oct 07 16:50:02 2021	1633596602	0	141	141	140
Thu Oct 07 16:50:03 2021	1633596603	0	141	141	139
Thu Oct 07 16:50:01 2021	1633596601	0	141	141	140
Thu Oct 07 16:50:01 2021	1633596601	0	141	141	141
Thu Oct 07 16:50:02 2021	1633596602	0	141	141	141
Thu Oct 07 16:50:03 2021	1633596603	0	141	141	141
Thu Oct 07 16:50:00 2021	1633596600	0	141	141	141
Thu Oct 07 16:50:01 2021	1633596601	0	141	141	141
Thu Oct 07 16:50:01 2021	1633596601	0	141	141	141
Thu Oct 07 16:50:01 2021	1633596601	0	141	141	141
Thu Oct 07 16:50:00 2021	1633596600	0	141	141	141
Thu Oct 07 16:50:03 2021	1633596603	0	141	141	141
Thu Oct 07 16:50:01 2021	1633596601	0	141	141	141
Thu Oct 07 16:50:01 2021	1633596601	0	141	141	141
Thu Oct 07 16:50:01 2021	1633596601	0	141	141	141
Thu Oct 07 16:50:01 2021	1633596601	0	141	141	141
Thu Oct 07 16:50:03 2021	1633596603	0	141	141	141
Thu Oct 07 16:50:03 2021	1633596603	0	141	141	141
Thu Oct 07 16:50:01 2021	1633596601	0	141	141	141
Thu Oct 07 16:50:02 2021	1633596602	0	141	141	141
Thu Oct 07 16:50:03 2021	1633596603	0	141	142	141
Thu Oct 07 16:50:02 2021	1633596602	0	142	142	141
Thu Oct 07 16:50:01 2021	1633596601	0	142	142	141
Thu Oct 07 16:50:01 2021	1633596601	0	142	142	141
Thu Oct 07 16:50:00 2021	1633596600	0	142	142	141
Thu Oct 07 16:50:02 2021	1633596602	0	141	142	141
Thu Oct 07 16:50:00 2021	1633596600	0	142	142	141
Thu Oct 07 16:50:01 2021	1633596601	0	142	142	141
Thu Oct 07 16:50:01 2021	1633596601	0	142	142	141
Thu Oct 07 16:50:02 2021	1633596602	0	142	142	141
Thu Oct 07 16:50:02 2021	1633596602	0	142	142	141
Thu Oct 07 16:50:02 2021	1633596602	0	142	142	141
Thu Oct 07 16:50:02 2021	1633596602	0	142	142	141
Thu Oct 07 16:50:03 2021	1633596603	0	142	142	141
Thu Oct 07 16:50:01 2021	1633596601	0	142	142	142
Thu Oct 07 16:50:02 2021	1633596602	0	142	142	142
Thu Oct 07 16:50:01 2021	1633596601	0	142	142	141
Thu Oct 07 16:50:00 2021	1633596600	0	142	142	142
Thu Oct 07 16:50:02 2021	1633596602	0	142	142	142
Thu Oct 07 16:50:03 2021	1633596603	0	142	142	142
Thu Oct 07 16:50:03 2021	1633596603	0	142	142	142
Thu Oct 07 16:50:01 2021	1633596601	0	142	142	141
Thu Oct 07 16:50:02 2021	1633596602	0	142	142	142
Thu Oct 07 16:50:03 2021	1633596603	0	142	142	142
Thu Oct 07 16:50:02 2021	1633596602	0	142	142	142
Thu Oct 07 16:50:02 2021	1633596602	0	142	142	142
Thu Oct 07 16:50:02 2021	1633596602	0	142	142	142
Thu Oct 07 16:50:02 2021	1633596602	0	142	142	142
Thu Oct 07 16:50:02 2021	1633596602	0	143	143	142
Thu Oct 07 16:50:01 2021	1633596601	0	143	143	142
Thu Oct 07 16:50:02 2021	1633596602	0	143	143	142
Thu Oct 07 16:50:01 2021	1633596601	0	143	143	142
Thu Oct 07 16:50:02 2021	1633596602	0	143	143	142
Thu Oct 07 16:50:01 2021	1633596601	0	143	143	142
Thu Oct 07 16:50:02 2021	1633596602	0	143	143	142
Thu Oct 07 16:50:01 2021	1633596601	0	143	143	142
Thu Oct 07 16:50:02 2021	1633596602	0	143	143	143
Thu Oct 07 16:50:03 2021	1633596603	0	143	143	143
Thu Oct 07 16:50:02 2021	1633596602	0	143	143	143
Thu Oct 07 16:50:01 2021	1633596601	0	143	143	143
Thu Oct 07 16:50:01 2021	1633596601	0	143	143	142
Thu Oct 07 16:50:01 2021	1633596601	0	143	143	143
Thu Oct 07 16:50:03 2021	1633596603	0	143	143	143
Thu Oct 07 16:50:01 2021	1633596601	0	143	143	143
Thu Oct 07 16:50:02 2021	1633596602	0	143	143	143
Thu Oct 07 16:50:01 2021	1633596601	0	143	143	143
Thu Oct 07 16:50:02 2021	1633596602	0	143	143	143
Thu Oct 07 16:50:01 2021	1633596601	0	143	143	143
Thu Oct 07 16:50:01 2021	1633596601	0	143	143	143
Thu Oct 07 16:50:01 2021	1633596601	0	143	143	143
Thu Oct 07 16:50:01 2021	1633596601	0	143	143	143
Thu Oct 07 16:50:03 2021	1633596603	0	143	143	143
Thu Oct 07 16:50:00 2021	1633596600	0	143	143	143
Thu Oct 07 16:50:01 2021	1633596601	0	143	143	143
Thu Oct 07 16:50:02 2021	1633596602	0	143	143	143
Thu Oct 07 16:50:01 2021	1633596601	0	143	143	143
Thu Oct 07 16:50:02 2021	1633596602	0	143	143	143
Thu Oct 07 16:50:00 2021	1633596600	1	143	143	142
Thu Oct 07 16:50:02 2021	1633596602	0	143	143	143
Thu Oct 07 16:50:00 2021	1633596600	0	143	143	143
Thu Oct 07 16:50:03 2021	1633596603	0	143	143	143
Thu Oct 07 16:50:01 2021	1633596601	0	143	143	143
Thu Oct 07 16:50:00 2021	1633596600	0	143	143	143
Thu Oct 07 16:50:03 2021	1633596603	0	143	144	143
Thu Oct 07 16:50:02 2021	1633596602	0	144	144	143
Thu Oct 07 16:50:01 2021	1633596601	0	143	144	143
Thu Oct 07 16:50:02 2021	1633596602	0	144	144	143
Thu Oct 07 16:50:02 2021	1633596602	0	144	144	143
Thu Oct 07 16:50:02 2021	1633596602	0	144	144	144
Thu Oct 07 16:50:02 2021	1633596602	0	144	144	143
Thu Oct 07 16:50:01 2021	1633596601	0	144	144	144
Thu Oct 07 16:50:01 2021	1633596601	0	144	144	143
Thu Oct 07 16:50:02 2021	1633596602	1	143	144	143
Thu Oct 07 16:50:00 2021	1633596600	0	144	144	143
Thu Oct 07 16:50:02 2021	1633596602	0	144	144	143
Thu Oct 07 16:50:01 2021	1633596601	0	144	144	143
Thu Oct 07 16:50:02 2021	1633596602	0	144	144	143
Thu Oct 07 16:50:01 2021	1633596601	0	144	144	144
Thu Oct 07 16:50:01 2021	1633596601	0	144	144	144
Thu Oct 07 16:50:00 2021	1633596600	0	144	144	144
Thu Oct 07 16:50:01 2021	1633596601	0	144	144	143
Thu Oct 07 16:50:02 2021	1633596602	0	144	144	144
Thu Oct 07 16:50:02 2021	1633596602	0	144	144	144
Thu Oct 07 16:50:00 2021	1633596600	0	144	144	144
Thu Oct 07 16:50:01 2021	1633596601	0	144	144	144
Thu Oct 07 16:50:02 2021	1633596602	0	144	144	144
Thu Oct 07 16:50:02 2021	1633596602	0	144	144	144
Thu Oct 07 16:50:01 2021	1633596601	0	144	144	144
Thu Oct 07 16:50:00 2021	1633596600	0	144	144	144
Thu Oct 07 16:50:02 2021	1633596602	0	144	144	144
Thu Oct 07 16:50:03 2021	1633596603	0	144	144	144
Thu Oct 07 16:50:03 2021	1633596603	0	144	144	144
Thu Oct 07 16:50:03 2021	1633596603	0	144	144	144
Thu Oct 07 16:50:03 2021	1633596603	0	145	145	144
Thu Oct 07 16:50:03 2021	1633596603	0	145	145	144
Thu Oct 07 16:50:01 2021	1633596601	0	145	145	144
Thu Oct 07 16:50:02 2021	1633596602	0	145	145	144
Thu Oct 07 16:50:00 2021	1633596600	0	145	145	144
Thu Oct 07 16:50:01 2021	1633596601	0	145	145	144
Thu Oct 07 16:50:01 2021	1633596601	0	145	145	144
Thu Oct 07 16:50:02 2021	1633596602	0	145	145	142
Thu Oct 07 16:50:03 2021	1633596603	0	145	145	144
Thu Oct 07 16:50:00 2021	1633596600	0	145	145	144
Thu Oct 07 16:50:03 2021	1633596603	0	145	145	145
Thu Oct 07 16:50:02 2021	1633596602	0	145	145	145
Thu Oct 07 16:50:01 2021	1633596601	0	145	145	145
Thu Oct 07 16:50:02 2021	1633596602	0	145	145	145
Thu Oct 07 16:50:02 2021	1633596602	0	145	145	145
Thu Oct 07 16:50:02 2021	1633596602	0	145	145	145
Thu Oct 07 16:50:01 2021	1633596601	0	145	145	145
Thu Oct 07 16:50:02 2021	1633596602	0	145	145	144
Thu Oct 07 16:50:01 2021	1633596601	0	145	145	145
Thu Oct 07 16:50:03 2021	1633596603	0	145	145	145
Thu Oct 07 16:50:01 2021	1633596601	0	145	145	144
Thu Oct 07 16:50:02 2021	1633596602	0	145	145	145
Thu Oct 07 16:50:02 2021	1633596602	0	145	145	145
Thu Oct 07 16:50:01 2021	1633596601	0	145	145	145
Thu Oct 07 16:50:02 2021	1633596602	0	145	145	145
Thu Oct 07 16:50:01 2021	1633596601	0	145	145	145
Thu Oct 07 16:50:02 2021	1633596602	0	145	145	145
Thu Oct 07 16:50:03 2021	1633596603	0	145	145	145
Thu Oct 07 16:50:02 2021	1633596602	0	145	145	145
Thu Oct 07 16:50:02 2021	1633596602	0	145	146	145
Thu Oct 07 16:50:02 2021	1633596602	0	145	146	145
Thu Oct 07 16:50:01 2021	1633596601	0	145	146	145
Thu Oct 07 16:50:03 2021	1633596603	0	146	146	145
Thu Oct 07 16:50:01 2021	1633596601	0	146	146	145
Thu Oct 07 16:50:02 2021	1633596602	0	146	146	145
Thu Oct 07 16:50:01 2021	1633596601	0	146	146	145
Thu Oct 07 16:50:01 2021	1633596601	0	146	146	145
Thu Oct 07 16:50:01 2021	1633596601	0	146	146	145
Thu Oct 07 16:50:01 2021	1633596601	0	146	146	145
Thu Oct 07 16:50:00 2021	1633596600	1	145	146	145
Thu Oct 07 16:50:01 2021	1633596601	0	146	146	145
Thu Oct 07 16:50:03 2021	1633596603	0	146	146	145
Thu Oct 07 16:50:02 2021	1633596602	0	146	146	145
Thu Oct 07 16:50:03 2021	1633596603	0	146	146	145
Thu Oct 07 16:50:02 2021	1633596602	0	146	146	145
Thu Oct 07 16:50:03 2021	1633596603	0	146	146	146
Thu Oct 07 16:50:00 2021	1633596600	1	145	146	145
Thu Oct 07 16:50:02 2021	1633596602	0	146	146	146
Thu Oct 07 16:50:02 2021	1633596602	0	146	146	146
Thu Oct 07 16:50:01 2021	1633596601	0	146	146	146
Thu Oct 07 16:50:02 2021	1633596602	0	146	146	145
Thu Oct 07 16:50:03 2021	1633596603	0	146	146	146
Thu Oct 07 16:50:01 2021	1633596601	0	146	146	146
Thu Oct 07 16:50:02 2021	1633596602	0	146	146	146
Thu Oct 07 16:50:03 2021	1633596603	0	146	146	146
Thu Oct 07 16:50:01 2021	1633596601	0	146	146	146
Thu Oct 07 16:50:02 2021	1633596602	0	146	146	146
Thu Oct 07 16:50:02 2021	1633596602	0	146	146	146
Thu Oct 07 16:50:03 2021	1633596603	0	146	146	146
Thu Oct 07 16:50:02 2021	1633596602	0	146	146	146
Thu Oct 07 16:50:01 2021	1633596601	0	146	146	146
Thu Oct 07 16:50:01 2021	1633596601	0	146	146	146
Thu Oct 07 16:50:00 2021	1633596600	1	146	147	146
Thu Oct 07 16:50:01 2021	1633596601	0	147	147	146
Thu Oct 07 16:50:01 2021	1633596601	0	147	147	144
Thu Oct 07 16:50:03 2021	1633596603	0	147	147	146
Thu Oct 07 16:50:01 2021	1633596601	0	147	147	146
Thu Oct 07 16:50:02 2021	1633596602	0	147	147	146
Thu Oct 07 16:50:00 2021	1633596600	0	147	147	146
Thu Oct 07 16:50:03 2021	1633596603	0	147	147	146
Thu Oct 07 16:50:00 2021	1633596600	0	147	147	147
Thu Oct 07 16:50:00 2021	1633596600	1	146	147	146
Thu Oct 07 16:50:00 2021	1633596600	0	147	147	146
Thu Oct 07 16:50:01 2021	1633596601	0	147	147	147
Thu Oct 07 16:50:01 2021	1633596601	0	147	147	147
Thu Oct 07 16:50:00 2021	1633596600	1	146	147	146
Thu Oct 07 16:50:03 2021	1633596603	0	147	147	147
Thu Oct 07 16:50:02 2021	1633596602	0	147	147	147
Thu Oct 07 16:50:03 2021	1633596603	0	147	147	146
Thu Oct 07 16:50:02 2021	1633596602	0	147	147	146
Thu Oct 07 16:50:01 2021	1633596601	0	147	147	147
Thu Oct 07 16:50:03 2021	1633596603	0	147	147	147
Thu Oct 07 16:50:01 2021	1633596601	0	147	147	147
Thu Oct 07 16:50:03 2021	1633596603	0	147	147	147
Thu Oct 07 16:50:02 2021	1633596602	0	147	147	147
Thu Oct 07 16:50:01 2021	1633596601	0	147	147	147
Thu Oct 07 16:50:01 2021	1633596601	0	147	147	147
Thu Oct 07 16:50:03 2021	1633596603	0	147	147	147
Thu Oct 07 16:50:02 2021	1633596602	0	147	147	147
Thu Oct 07 16:50:00 2021	1633596600	0	147	147	147
Thu Oct 07 16:50:01 2021	1633596601	0	147	147	147
Thu Oct 07 16:50:03 2021	1633596603	0	147	147	146
Thu Oct 07 16:50:01 2021	1633596601	0	147	147	147
Thu Oct 07 16:50:03 2021	1633596603	0	147	147	147
Thu Oct 07 16:50:03 2021	1633596603	0	147	148	146
Thu Oct 07 16:50:03 2021	1633596603	0	148	148	147
Thu Oct 07 16:50:02 2021	1633596602	0	148	148	147
Thu Oct 07 16:50:02 2021	1633596602	0	148	148	147
Thu Oct 07 16:50:02 2021	1633596602	0	148	148	147
Thu Oct 07 16:50:00 2021	1633596600	0	148	148	147
Thu Oct 07 16:50:02 2021	1633596602	0	148	148	147
Thu Oct 07 16:50:02 2021	1633596602	0	148	148	147
Thu Oct 07 16:50:01 2021	1633596601	0	148	148	147
Thu Oct 07 16:50:01 2021	1633596601	0	148	148	147
Thu Oct 07 16:50:02 2021	1633596602	0	148	148	147
Thu Oct 07 16:50:01 2021	1633596601	0	148	148	148
Thu Oct 07 16:50:03 2021	1633596603	0	148	148	148
Thu Oct 07 16:50:01 2021	1633596601	0	148	148	147
Thu Oct 07 16:50:03 2021	1633596603	0	148	148	148
Thu Oct 07 16:50:02 2021	1633596602	0	148	148	148
Thu Oct 07 16:50:02 2021	1633596602	0	148	148	148
Thu Oct 07 16:50:02 2021	1633596602	0	148	148	147
Thu Oct 07 16:50:00 2021	1633596600	1	147	148	146
Thu Oct 07 16:50:01 2021	1633596601	0	148	148	148
Thu Oct 07 16:50:00 2021	1633596600	0	148	148	147
Thu Oct 07 16:50:01 2021	1633596601	0	148	148	148
Thu Oct 07 16:50:03 2021	1633596603	0	148	148	148
Thu Oct 07 16:50:02 2021	1633596602	0	148	148	148
Thu Oct 07 16:50:03 2021	1633596603	0	148	148	148
Thu Oct 07 16:50:02 2021	1633596602	0	148	148	148
Thu Oct 07 16:50:02 2021	1633596602	0	148	148	148
Thu Oct 07 16:50:02 2021	1633596602	0	148	148	148
Thu Oct 07 16:50:01 2021	1633596601	0	148	148	148
Thu Oct 07 16:50:01 2021	1633596601	0	148	148	148
Thu Oct 07 16:50:01 2021	1633596601	0	148	148	148
Thu Oct 07 16:50:01 2021	1633596601	0	148	148	148
